104052 silly lifecycle stream-combiner2@1.0.2~preinstall: no script for preinstall, continuing
109355 verbose linkBins babel-plugin-transform-regenerator@6.9.0
109356 verbose linkMans babel-plugin-transform-regenerator@6.9.0
109357 silly build babel-preset-es2015@6.9.0
109358 info linkStuff babel-preset-es2015@6.9.0
109359 silly linkStuff babel-preset-es2015@6.9.0 has /home/francesco/blog/node_modules as its parent node_modules
109360 verbose linkBins babel-preset-es2015@6.9.0
109361 verbose linkMans babel-preset-es2015@6.9.0
109362 silly build utf8@2.1.0
109363 info linkStuff utf8@2.1.0
109364 silly linkStuff utf8@2.1.0 has /home/francesco/blog/node_modules as its parent node_modules
109365 verbose linkBins utf8@2.1.0
109366 verbose linkMans utf8@2.1.0
109367 silly build engine.io-parser@1.2.4
109368 info linkStuff engine.io-parser@1.2.4
109369 silly linkStuff engine.io-parser@1.2.4 has /home/francesco/blog/node_modules as its parent node_modules
109370 verbose linkBins engine.io-parser@1.2.4
109371 verbose linkMans engine.io-parser@1.2.4
109372 silly build util@0.10.3
109373 info linkStuff util@0.10.3
109374 silly linkStuff util@0.10.3 has /home/francesco/blog/node_modules as its parent node_modules
109375 verbose linkBins util@0.10.3
109376 verbose linkMans util@0.10.3
109377 silly build assert@1.3.0
109378 info linkStuff assert@1.3.0
109379 silly linkStuff assert@1.3.0 has /home/francesco/blog/node_modules as its parent node_modules
109380 verbose linkBins assert@1.3.0
109381 verbose linkMans assert@1.3.0
109382 silly build util-deprecate@1.0.2
109383 info linkStuff util-deprecate@1.0.2
109384 silly linkStuff util-deprecate@1.0.2 has /home/francesco/blog/node_modules as its parent node_modules
109385 verbose linkBins util-deprecate@1.0.2
109386 verbose linkMans util-deprecate@1.0.2
109387 silly build readable-stream@2.0.6
109388 info linkStuff readable-stream@2.0.6
109389 silly linkStuff readable-stream@2.0.6 has /home/francesco/blog/node_modules/through2/node_modules as its parent node_modules
109390 verbose linkBins readable-stream@2.0.6
109391 verbose linkMans readable-stream@2.0.6
109392 silly build readable-stream@2.1.4
109393 info linkStuff readable-stream@2.1.4
109394 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/stream-browserify/node_modules as its parent node_modules
109395 verbose linkBins readable-stream@2.1.4
109396 verbose linkMans readable-stream@2.1.4
109397 silly build stream-browserify@2.0.1
109398 info linkStuff stream-browserify@2.0.1
109399 silly linkStuff stream-browserify@2.0.1 has /home/francesco/blog/node_modules as its parent node_modules
109400 verbose linkBins stream-browserify@2.0.1
109401 verbose linkMans stream-browserify@2.0.1
109402 silly build readable-stream@2.1.4
109403 info linkStuff readable-stream@2.1.4
109404 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/stream-array/node_modules as its parent node_modules
109405 verbose linkBins readable-stream@2.1.4
109406 verbose linkMans readable-stream@2.1.4
109407 silly build stream-array@1.1.2
109408 info linkStuff stream-array@1.1.2
109409 silly linkStuff stream-array@1.1.2 has /home/francesco/blog/node_modules as its parent node_modules
109410 verbose linkBins stream-array@1.1.2
109411 verbose linkMans stream-array@1.1.2
109412 silly build readable-stream@2.1.4
109413 info linkStuff readable-stream@2.1.4
109414 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/readdirp/node_modules as its parent node_modules
109415 verbose linkBins readable-stream@2.1.4
109416 verbose linkMans readable-stream@2.1.4
109417 silly build readdirp@2.0.0
109418 info linkStuff readdirp@2.0.0
109419 silly linkStuff readdirp@2.0.0 has /home/francesco/blog/node_modules as its parent node_modules
109420 verbose linkBins readdirp@2.0.0
109421 verbose linkMans readdirp@2.0.0
109422 silly build chokidar@1.5.1
109423 info linkStuff chokidar@1.5.1
109424 silly linkStuff chokidar@1.5.1 has /home/francesco/blog/node_modules as its parent node_modules
109425 verbose linkBins chokidar@1.5.1
109426 verbose linkMans chokidar@1.5.1
109427 silly build readable-stream@2.1.4
109428 info linkStuff readable-stream@2.1.4
109429 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/gulp-watch/node_modules as its parent node_modules
109430 verbose linkBins readable-stream@2.1.4
109431 verbose linkMans readable-stream@2.1.4
109432 silly build readable-stream@2.1.4
109433 info linkStuff readable-stream@2.1.4
109434 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/browserify/node_modules as its parent node_modules
109435 verbose linkBins readable-stream@2.1.4
109436 verbose linkMans readable-stream@2.1.4
109437 silly build readable-stream@2.0.6
109438 info linkStuff readable-stream@2.0.6
109439 silly linkStuff readable-stream@2.0.6 has /home/francesco/blog/node_modules/bl/node_modules as its parent node_modules
109440 verbose linkBins readable-stream@2.0.6
109441 verbose linkMans readable-stream@2.0.6
109442 silly build bl@1.0.3
109443 info linkStuff bl@1.0.3
109444 silly linkStuff bl@1.0.3 has /home/francesco/blog/node_modules as its parent node_modules
109445 verbose linkBins bl@1.0.3
109446 verbose linkMans bl@1.0.3
109447 silly build utils-merge@1.0.0
109448 info linkStuff utils-merge@1.0.0
109449 silly linkStuff utils-merge@1.0.0 has /home/francesco/blog/node_modules as its parent node_modules
109450 verbose linkBins utils-merge@1.0.0
109451 verbose linkMans utils-merge@1.0.0
109452 silly build connect@3.4.1
109453 info linkStuff connect@3.4.1
109454 silly linkStuff connect@3.4.1 has /home/francesco/blog/node_modules as its parent node_modules
109455 verbose linkBins connect@3.4.1
109456 verbose linkMans connect@3.4.1
109457 silly build v8flags@2.0.11
109458 info linkStuff v8flags@2.0.11
109459 silly linkStuff v8flags@2.0.11 has /home/francesco/blog/node_modules as its parent node_modules
109460 verbose linkBins v8flags@2.0.11
109461 verbose linkMans v8flags@2.0.11
109462 silly build validate-npm-package-license@3.0.1
109463 info linkStuff validate-npm-package-license@3.0.1
109464 silly linkStuff validate-npm-package-license@3.0.1 has /home/francesco/blog/node_modules as its parent node_modules
109465 verbose linkBins validate-npm-package-license@3.0.1
109466 verbose linkMans validate-npm-package-license@3.0.1
109467 silly build normalize-package-data@2.3.5
109468 info linkStuff normalize-package-data@2.3.5
109469 silly linkStuff normalize-package-data@2.3.5 has /home/francesco/blog/node_modules as its parent node_modules
109470 verbose linkBins normalize-package-data@2.3.5
109471 verbose linkMans normalize-package-data@2.3.5
109472 silly build read-pkg@1.1.0
109473 info linkStuff read-pkg@1.1.0
109474 silly linkStuff read-pkg@1.1.0 has /home/francesco/blog/node_modules as its parent node_modules
109475 verbose linkBins read-pkg@1.1.0
109476 verbose linkMans read-pkg@1.1.0
109477 silly build read-pkg-up@1.0.1
109478 info linkStuff read-pkg-up@1.0.1
109479 silly linkStuff read-pkg-up@1.0.1 has /home/francesco/blog/node_modules as its parent node_modules
109480 verbose linkBins read-pkg-up@1.0.1
109481 verbose linkMans read-pkg-up@1.0.1
109482 silly build meow@3.7.0
109483 info linkStuff meow@3.7.0
109484 silly linkStuff meow@3.7.0 has /home/francesco/blog/node_modules as its parent node_modules
109485 verbose linkBins meow@3.7.0
109486 verbose linkMans meow@3.7.0
109487 silly build dateformat@1.0.12
109488 info linkStuff dateformat@1.0.12
109489 silly linkStuff dateformat@1.0.12 has /home/francesco/blog/node_modules as its parent node_modules
109490 verbose linkBins dateformat@1.0.12
109491 verbose link bins [ { dateformat: 'bin/cli.js' },
109491 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109491 verbose link bins   false ]
109492 verbose linkMans dateformat@1.0.12
109493 silly gentlyRm /home/francesco/blog/node_modules/.bin/dateformat is being purged
109494 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/dateformat
109495 silly build vinyl@0.5.3
109496 info linkStuff vinyl@0.5.3
109497 silly linkStuff vinyl@0.5.3 has /home/francesco/blog/node_modules as its parent node_modules
109498 verbose linkBins vinyl@0.5.3
109499 verbose linkMans vinyl@0.5.3
109500 silly build readable-stream@1.0.34
109501 info linkStuff readable-stream@1.0.34
109502 silly linkStuff readable-stream@1.0.34 has /home/francesco/blog/node_modules/vinyl-buffer/node_modules as its parent node_modules
109503 verbose linkBins readable-stream@1.0.34
109504 verbose linkMans readable-stream@1.0.34
109505 silly build bl@0.9.5
109506 info linkStuff bl@0.9.5
109507 silly linkStuff bl@0.9.5 has /home/francesco/blog/node_modules/vinyl-buffer/node_modules as its parent node_modules
109508 verbose linkBins bl@0.9.5
109509 verbose linkMans bl@0.9.5
109510 silly build vinyl@1.1.1
109511 info linkStuff vinyl@1.1.1
109512 silly linkStuff vinyl@1.1.1 has /home/francesco/blog/node_modules/vinyl-file/node_modules as its parent node_modules
109513 verbose linkBins vinyl@1.1.1
109514 verbose linkMans vinyl@1.1.1
109515 silly build vinyl-file@1.3.0
109516 info linkStuff vinyl-file@1.3.0
109517 silly linkStuff vinyl-file@1.3.0 has /home/francesco/blog/node_modules as its parent node_modules
109518 verbose linkBins vinyl-file@1.3.0
109519 verbose linkMans vinyl-file@1.3.0
109520 silly build clone@0.2.0
109521 info linkStuff clone@0.2.0
109522 silly linkStuff clone@0.2.0 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109523 verbose linkBins clone@0.2.0
109524 verbose linkMans clone@0.2.0
109525 silly build graceful-fs@3.0.8
109526 info linkStuff graceful-fs@3.0.8
109527 silly linkStuff graceful-fs@3.0.8 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109528 verbose linkBins graceful-fs@3.0.8
109529 verbose linkMans graceful-fs@3.0.8
109530 silly build readable-stream@1.0.34
109531 info linkStuff readable-stream@1.0.34
109532 silly linkStuff readable-stream@1.0.34 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109533 verbose linkBins readable-stream@1.0.34
109534 verbose linkMans readable-stream@1.0.34
109535 silly build strip-bom@1.0.0
109536 info linkStuff strip-bom@1.0.0
109537 silly linkStuff strip-bom@1.0.0 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109538 verbose linkBins strip-bom@1.0.0
109539 verbose link bins [ { 'strip-bom': 'cli.js' },
109539 verbose link bins   '/home/francesco/blog/node_modules/vinyl-fs/node_modules/.bin',
109539 verbose link bins   false ]
109540 verbose linkMans strip-bom@1.0.0
109541 silly gentlyRm /home/francesco/blog/node_modules/vinyl-fs/node_modules/.bin/strip-bom is being purged
109542 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/vinyl-fs/node_modules/.bin/strip-bom
109543 silly build vinyl@0.4.6
109544 info linkStuff vinyl@0.4.6
109545 silly linkStuff vinyl@0.4.6 has /home/francesco/blog/node_modules/vinyl-fs/node_modules as its parent node_modules
109546 verbose linkBins vinyl@0.4.6
109547 verbose linkMans vinyl@0.4.6
109548 silly build readable-stream@1.0.34
109549 info linkStuff readable-stream@1.0.34
109550 silly linkStuff readable-stream@1.0.34 has /home/francesco/blog/node_modules/vinyl-paths/node_modules as its parent node_modules
109551 verbose linkBins readable-stream@1.0.34
109552 verbose linkMans readable-stream@1.0.34
109553 silly build clone@0.2.0
109554 info linkStuff clone@0.2.0
109555 silly linkStuff clone@0.2.0 has /home/francesco/blog/node_modules/vinyl-source-stream/node_modules as its parent node_modules
109556 verbose linkBins clone@0.2.0
109557 verbose linkMans clone@0.2.0
109558 silly build readable-stream@1.0.34
109559 info linkStuff readable-stream@1.0.34
109560 silly linkStuff readable-stream@1.0.34 has /home/francesco/blog/node_modules/vinyl-source-stream/node_modules as its parent node_modules
109561 verbose linkBins readable-stream@1.0.34
109562 verbose linkMans readable-stream@1.0.34
109563 silly build vinyl@0.4.6
109564 info linkStuff vinyl@0.4.6
109565 silly linkStuff vinyl@0.4.6 has /home/francesco/blog/node_modules/vinyl-source-stream/node_modules as its parent node_modules
109566 verbose linkBins vinyl@0.4.6
109567 verbose linkMans vinyl@0.4.6
109568 silly build source-map@0.1.43
109569 info linkStuff source-map@0.1.43
109570 silly linkStuff source-map@0.1.43 has /home/francesco/blog/node_modules/vinyl-sourcemaps-apply/node_modules as its parent node_modules
109571 verbose linkBins source-map@0.1.43
109572 verbose linkMans source-map@0.1.43
109573 silly build vinyl-sourcemaps-apply@0.1.4
109574 info linkStuff vinyl-sourcemaps-apply@0.1.4
109575 silly linkStuff vinyl-sourcemaps-apply@0.1.4 has /home/francesco/blog/node_modules as its parent node_modules
109576 verbose linkBins vinyl-sourcemaps-apply@0.1.4
109577 verbose linkMans vinyl-sourcemaps-apply@0.1.4
109578 silly build vm-browserify@0.0.4
109579 info linkStuff vm-browserify@0.0.4
109580 silly linkStuff vm-browserify@0.0.4 has /home/francesco/blog/node_modules as its parent node_modules
109581 verbose linkBins vm-browserify@0.0.4
109582 verbose linkMans vm-browserify@0.0.4
109583 silly build base64-js@1.1.2
109584 info linkStuff base64-js@1.1.2
109585 silly linkStuff base64-js@1.1.2 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109586 verbose linkBins base64-js@1.1.2
109587 verbose linkMans base64-js@1.1.2
109588 silly build builtin-status-codes@2.0.0
109589 info linkStuff builtin-status-codes@2.0.0
109590 silly linkStuff builtin-status-codes@2.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109591 verbose linkBins builtin-status-codes@2.0.0
109592 verbose linkMans builtin-status-codes@2.0.0
109593 silly build constants-browserify@1.0.0
109594 info linkStuff constants-browserify@1.0.0
109595 silly linkStuff constants-browserify@1.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109596 verbose linkBins constants-browserify@1.0.0
109597 verbose linkMans constants-browserify@1.0.0
109598 silly build convert-source-map@1.1.3
109599 info linkStuff convert-source-map@1.1.3
109600 silly linkStuff convert-source-map@1.1.3 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109601 verbose linkBins convert-source-map@1.1.3
109602 verbose linkMans convert-source-map@1.1.3
109603 silly build events@1.1.0
109604 info linkStuff events@1.1.0
109605 silly linkStuff events@1.1.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109606 verbose linkBins events@1.1.0
109607 verbose linkMans events@1.1.0
109608 silly build inline-source-map@0.6.2
109609 info linkStuff inline-source-map@0.6.2
109610 silly linkStuff inline-source-map@0.6.2 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109611 verbose linkBins inline-source-map@0.6.2
109612 verbose linkMans inline-source-map@0.6.2
109613 silly build combine-source-map@0.7.2
109614 info linkStuff combine-source-map@0.7.2
109615 silly linkStuff combine-source-map@0.7.2 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109616 verbose linkBins combine-source-map@0.7.2
109617 verbose linkMans combine-source-map@0.7.2
109618 silly build isarray@1.0.0
109619 info linkStuff isarray@1.0.0
109620 silly linkStuff isarray@1.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109621 verbose linkBins isarray@1.0.0
109622 verbose linkMans isarray@1.0.0
109623 silly build readable-stream@2.0.6
109624 info linkStuff readable-stream@2.0.6
109625 silly linkStuff readable-stream@2.0.6 has /home/francesco/blog/node_modules/watchify/node_modules/concat-stream/node_modules as its parent node_modules
109626 verbose linkBins readable-stream@2.0.6
109627 verbose linkMans readable-stream@2.0.6
109628 silly build concat-stream@1.5.1
109629 info linkStuff concat-stream@1.5.1
109630 silly linkStuff concat-stream@1.5.1 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109631 verbose linkBins concat-stream@1.5.1
109632 verbose linkMans concat-stream@1.5.1
109633 silly build buffer@4.6.0
109634 info linkStuff buffer@4.6.0
109635 silly linkStuff buffer@4.6.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109636 verbose linkBins buffer@4.6.0
109637 verbose linkMans buffer@4.6.0
109638 silly build isarray@0.0.1
109639 info linkStuff isarray@0.0.1
109640 silly linkStuff isarray@0.0.1 has /home/francesco/blog/node_modules/watchify/node_modules/labeled-stream-splicer/node_modules as its parent node_modules
109641 verbose linkBins isarray@0.0.1
109642 verbose linkMans isarray@0.0.1
109643 silly build readable-stream@2.1.4
109644 info linkStuff readable-stream@2.1.4
109645 silly linkStuff readable-stream@2.1.4 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109646 verbose linkBins readable-stream@2.1.4
109647 verbose linkMans readable-stream@2.1.4
109648 silly build read-only-stream@2.0.0
109649 info linkStuff read-only-stream@2.0.0
109650 silly linkStuff read-only-stream@2.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109651 verbose linkBins read-only-stream@2.0.0
109652 verbose linkMans read-only-stream@2.0.0
109653 silly build duplexer2@0.1.4
109654 info linkStuff duplexer2@0.1.4
109655 silly linkStuff duplexer2@0.1.4 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109656 verbose linkBins duplexer2@0.1.4
109657 verbose linkMans duplexer2@0.1.4
109658 silly build shell-quote@1.6.0
109659 info linkStuff shell-quote@1.6.0
109660 silly linkStuff shell-quote@1.6.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109661 verbose linkBins shell-quote@1.6.0
109662 verbose linkMans shell-quote@1.6.0
109663 silly build stream-combiner2@1.1.1
109664 info linkStuff stream-combiner2@1.1.1
109665 silly linkStuff stream-combiner2@1.1.1 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109666 verbose linkBins stream-combiner2@1.1.1
109667 verbose linkMans stream-combiner2@1.1.1
109668 silly build stream-splicer@2.0.0
109669 info linkStuff stream-splicer@2.0.0
109670 silly linkStuff stream-splicer@2.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109671 verbose linkBins stream-splicer@2.0.0
109672 verbose linkMans stream-splicer@2.0.0
109673 silly build labeled-stream-splicer@2.0.0
109674 info linkStuff labeled-stream-splicer@2.0.0
109675 silly linkStuff labeled-stream-splicer@2.0.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109676 verbose linkBins labeled-stream-splicer@2.0.0
109677 verbose linkMans labeled-stream-splicer@2.0.0
109678 silly build punycode@1.3.2
109679 info linkStuff punycode@1.3.2
109680 silly linkStuff punycode@1.3.2 has /home/francesco/blog/node_modules/watchify/node_modules/url/node_modules as its parent node_modules
109681 verbose linkBins punycode@1.3.2
109682 verbose linkMans punycode@1.3.2
109683 silly build url@0.11.0
109684 info linkStuff url@0.11.0
109685 silly linkStuff url@0.11.0 has /home/francesco/blog/node_modules/watchify/node_modules as its parent node_modules
109686 verbose linkBins url@0.11.0
109687 verbose linkMans url@0.11.0
109688 silly build underscore@1.7.0
109689 info linkStuff underscore@1.7.0
109690 silly linkStuff underscore@1.7.0 has /home/francesco/blog/node_modules/weinre/node_modules as its parent node_modules
109691 verbose linkBins underscore@1.7.0
109692 verbose linkMans underscore@1.7.0
109693 silly build weinre@2.0.0-pre-I0Z7U9OV
109694 info linkStuff weinre@2.0.0-pre-I0Z7U9OV
109695 silly linkStuff weinre@2.0.0-pre-I0Z7U9OV has /home/francesco/blog/node_modules as its parent node_modules
109696 verbose linkBins weinre@2.0.0-pre-I0Z7U9OV
109697 verbose link bins [ { weinre: './weinre' },
109697 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109697 verbose link bins   false ]
109698 verbose linkMans weinre@2.0.0-pre-I0Z7U9OV
109699 silly gentlyRm /home/francesco/blog/node_modules/.bin/weinre is being purged
109700 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/weinre
109701 silly build browser-sync-ui@0.6.0
109702 info linkStuff browser-sync-ui@0.6.0
109703 silly linkStuff browser-sync-ui@0.6.0 has /home/francesco/blog/node_modules as its parent node_modules
109704 verbose linkBins browser-sync-ui@0.6.0
109705 verbose linkMans browser-sync-ui@0.6.0
109706 silly build when@3.7.7
109707 info linkStuff when@3.7.7
109708 silly linkStuff when@3.7.7 has /home/francesco/blog/node_modules as its parent node_modules
109709 verbose linkBins when@3.7.7
109710 verbose linkMans when@3.7.7
109711 silly build fobject@0.0.4
109712 info linkStuff fobject@0.0.4
109713 silly linkStuff fobject@0.0.4 has /home/francesco/blog/node_modules as its parent node_modules
109714 verbose linkBins fobject@0.0.4
109715 verbose linkMans fobject@0.0.4
109716 silly build whet.extend@0.9.9
109717 info linkStuff whet.extend@0.9.9
109718 silly linkStuff whet.extend@0.9.9 has /home/francesco/blog/node_modules as its parent node_modules
109719 verbose linkBins whet.extend@0.9.9
109720 verbose linkMans whet.extend@0.9.9
109721 silly build svgo@0.6.6
109722 info linkStuff svgo@0.6.6
109723 silly linkStuff svgo@0.6.6 has /home/francesco/blog/node_modules as its parent node_modules
109724 verbose linkBins svgo@0.6.6
109725 verbose link bins [ { svgo: './bin/svgo' },
109725 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109725 verbose link bins   false ]
109726 verbose linkMans svgo@0.6.6
109727 silly gentlyRm /home/francesco/blog/node_modules/.bin/svgo is being purged
109728 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/svgo
109729 silly build postcss-svgo@2.1.3
109730 info linkStuff postcss-svgo@2.1.3
109731 silly linkStuff postcss-svgo@2.1.3 has /home/francesco/blog/node_modules as its parent node_modules
109732 verbose linkBins postcss-svgo@2.1.3
109733 verbose linkMans postcss-svgo@2.1.3
109734 silly build cssnano@3.7.0
109735 info linkStuff cssnano@3.7.0
109736 silly linkStuff cssnano@3.7.0 has /home/francesco/blog/node_modules as its parent node_modules
109737 verbose linkBins cssnano@3.7.0
109738 verbose linkMans cssnano@3.7.0
109739 silly build which@1.2.10
109740 info linkStuff which@1.2.10
109741 silly linkStuff which@1.2.10 has /home/francesco/blog/node_modules as its parent node_modules
109742 verbose linkBins which@1.2.10
109743 verbose link bins [ { which: './bin/which' },
109743 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109743 verbose link bins   false ]
109744 verbose linkMans which@1.2.10
109745 silly gentlyRm /home/francesco/blog/node_modules/.bin/which is being purged
109746 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/which
109747 silly build node-notifier@4.6.0
109748 info linkStuff node-notifier@4.6.0
109749 silly linkStuff node-notifier@4.6.0 has /home/francesco/blog/node_modules as its parent node_modules
109750 verbose linkBins node-notifier@4.6.0
109751 verbose link bins [ { notify: './bin.js' },
109751 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109751 verbose link bins   false ]
109752 verbose linkMans node-notifier@4.6.0
109753 silly gentlyRm /home/francesco/blog/node_modules/.bin/notify is being purged
109754 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/notify
109755 silly build global-prefix@0.1.4
109756 info linkStuff global-prefix@0.1.4
109757 silly linkStuff global-prefix@0.1.4 has /home/francesco/blog/node_modules as its parent node_modules
109758 verbose linkBins global-prefix@0.1.4
109759 verbose linkMans global-prefix@0.1.4
109760 silly build global-modules@0.2.2
109761 info linkStuff global-modules@0.2.2
109762 silly linkStuff global-modules@0.2.2 has /home/francesco/blog/node_modules as its parent node_modules
109763 verbose linkBins global-modules@0.2.2
109764 verbose linkMans global-modules@0.2.2
109765 silly build resolve-dir@0.1.0
109766 info linkStuff resolve-dir@0.1.0
109767 silly linkStuff resolve-dir@0.1.0 has /home/francesco/blog/node_modules as its parent node_modules
109768 verbose linkBins resolve-dir@0.1.0
109769 verbose linkMans resolve-dir@0.1.0
109770 silly build findup-sync@0.4.1
109771 info linkStuff findup-sync@0.4.1
109772 silly linkStuff findup-sync@0.4.1 has /home/francesco/blog/node_modules/gulp-load-plugins/node_modules as its parent node_modules
109773 verbose linkBins findup-sync@0.4.1
109774 verbose linkMans findup-sync@0.4.1
109775 silly build gulp-load-plugins@1.2.4
109776 info linkStuff gulp-load-plugins@1.2.4
109777 silly linkStuff gulp-load-plugins@1.2.4 has /home/francesco/blog/node_modules as its parent node_modules
109778 verbose linkBins gulp-load-plugins@1.2.4
109779 verbose linkMans gulp-load-plugins@1.2.4
109780 silly build window-size@0.1.4
109781 info linkStuff window-size@0.1.4
109782 silly linkStuff window-size@0.1.4 has /home/francesco/blog/node_modules as its parent node_modules
109783 verbose linkBins window-size@0.1.4
109784 verbose link bins [ { 'window-size': 'cli.js' },
109784 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109784 verbose link bins   false ]
109785 verbose linkMans window-size@0.1.4
109786 silly gentlyRm /home/francesco/blog/node_modules/.bin/window-size is being purged
109787 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/window-size
109788 silly build wordwrap@0.0.2
109789 info linkStuff wordwrap@0.0.2
109790 silly linkStuff wordwrap@0.0.2 has /home/francesco/blog/node_modules as its parent node_modules
109791 verbose linkBins wordwrap@0.0.2
109792 verbose linkMans wordwrap@0.0.2
109793 silly build cliui@2.1.0
109794 info linkStuff cliui@2.1.0
109795 silly linkStuff cliui@2.1.0 has /home/francesco/blog/node_modules/uglify-js/node_modules as its parent node_modules
109796 verbose linkBins cliui@2.1.0
109797 verbose linkMans cliui@2.1.0
109798 silly build yargs@3.10.0
109799 info linkStuff yargs@3.10.0
109800 silly linkStuff yargs@3.10.0 has /home/francesco/blog/node_modules/uglify-js/node_modules as its parent node_modules
109801 verbose linkBins yargs@3.10.0
109802 verbose linkMans yargs@3.10.0
109803 silly build uglify-js@2.6.2
109804 info linkStuff uglify-js@2.6.2
109805 silly linkStuff uglify-js@2.6.2 has /home/francesco/blog/node_modules as its parent node_modules
109806 verbose linkBins uglify-js@2.6.2
109807 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
109807 verbose link bins   '/home/francesco/blog/node_modules/.bin',
109807 verbose link bins   false ]
109808 verbose linkMans uglify-js@2.6.2
109809 silly gentlyRm /home/francesco/blog/node_modules/.bin/uglifyjs is being purged
109810 verbose gentlyRm don't care about contents; nuking /home/francesco/blog/node_modules/.bin/uglifyjs
109811 silly build wrap-ansi@2.0.0
109812 info linkStuff wrap-ansi@2.0.0
109813 silly linkStuff wrap-ansi@2.0.0 has /home/francesco/blog/node_modules as its parent node_modules
109814 verbose linkBins wrap-ansi@2.0.0
109815 verbose linkMans wrap-ansi@2.0.0
109816 silly build cliui@3.2.0
109817 info linkStuff cliui@3.2.0
109818 silly linkStuff cliui@3.2.0 has /home/francesco/blog/node_modules as its parent node_modules
109819 verbose linkBins cliui@3.2.0
109820 verbose linkMans cliui@3.2.0
109821 silly build wrappy@1.0.2
109822 info linkStuff wrappy@1.0.2
109823 silly linkStuff wrappy@1.0.2 has /home/francesco/blog/node_modules as its parent node_modules
109824 verbose linkBins wrappy@1.0.2
109825 verbose linkMans wrappy@1.0.2
109826 silly build once@1.3.3
109827 info linkStuff once@1.3.3
109828 silly linkStuff once@1.3.3 has /home/francesco/blog/node_modules as its parent node_modules
109829 verbose linkBins once@1.3.3
109830 verbose linkMans once@1.3.3
109831 silly build end-of-stream@0.1.5
109832 info linkStuff end-of-stream@0.1.5
109833 silly linkStuff end-of-stream@0.1.5 has /home/francesco/blog/node_modules as its parent node_modules
109834 verbose linkBins end-of-stream@0.1.5
109835 verbose linkMans end-of-stream@0.1.5
109836 silly build orchestrator@0.3.7
109837 info linkStuff orchestrator@0.3.7
109838 silly linkStuff orchestrator@0.3.7 has /home/francesco/blog/node_modules as its parent node_modules
109839 verbose linkBins orchestrator@0.3.7
109840 verbose linkMans orchestrator@0.3.7
109841 silly build end-of-stream@1.1.0
109842 info linkStuff end-of-stream@1.1.0
109843 silly linkStuff end-of-stream@1.1.0 has /home/francesco/blog/node_modules/async-done/node_modules as its parent node_modules
109844 verbose linkBins end-of-stream@1.1.0
109845 verbose linkMans end-of-stream@1.1.0
109846 silly build async-done@1.2.1
109847 info linkStuff async-done@1.2.1
109848 silly linkStuff async-done@1.2.1 has /home/francesco/blog/node_modules as its parent node_modules
109849 verbose linkBins async-done@1.2.1
109850 verbose linkMans async-done@1.2.1
109851 silly build gulp-batch@1.0.5
109852 info linkStuff gulp-batch@1.0.5
